SKU,CATEGORY,SUBCATEGORY,SOURCE,STORIS_CATG,BRAND,DESCRIPTION
DRJ2ME-1080,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,E KING JUSTICE MEDIUM T/T
ENGIA-1070,Mattresses,,inferred: placeholder / prototype / unknown maker,MATT,DIAMO,CAKING ENGIA
F217-5010,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,DIAMO,"TWIN OVAL FEATHER FND 8"""
F217-5020,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,DIAMO,"TWINXL OVAL FEATHER FND 8"""
F217-5030,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,DIAMO,"FULL OVAL FEATHER FND 8"""
F217-5050,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,DIAMO,"QUEEN OVAL FEATHER FND 8"""
F217-5070,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,DIAMO,"SPLIT CK OVAL FEATHER FND 8"""
F217-5110,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,DIAMO,"TWIN LP OVAL FEATHER FND 4"""
F217-5120,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,DIAMO,"TWINXL LP OVAL FEATHER FND 4"""
F217-5130,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,DIAMO,"FULL LP OVAL FEATHER FND 4"""
F217-5150,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,DIAMO,"QUEEN LP OVAL FEATHER FND 4"""
F217-5170,Foundations & Box Springs,"Low Profile (4–5"")","description: LP / 4"" / 5""",FOUND,DIAMO,SPLIT CK LP OVAL FEATHER FND 4
F374-5050,Foundations & Box Springs,"Standard Profile (8–9"")","description: 8""–9"" foundation",FOUND,DIAMO,"QUEEN MARCUS FND 8"""
FBB-5210,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,DIAMO,"TWIN BB UNIVERSAL GREY FND 2"""
FBB-5220,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,DIAMO,"TWINXL BB UNIVERSAL GRE FND 2"""
FBB-5230,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,DIAMO,"FULL BB UNIVERSAL GREY FND 2"""
FBB-5250,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,DIAMO,"QUEEN BB UNIVERSAL GREY FND 2"""
FBB-5270,Foundations & Box Springs,"Bunkie Board (2"")","description: BB / 2""",FOUND,DIAMO,"SPLIT CK BB UNIVERSAL FND 2"""
GGFLME-1010,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWIN FLOAT FOAM MEDIUM
GGFLME-1020,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWINXL FLOAT FOAM MEDIUM
GGFLME-1030,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,FULL FLOAT FOAM MEDIUM
GGFLME-1050,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,QUEEN FLOAT FOAM MEDIUM
GGFLME-1080,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,E KING FLOAT FOAM MEDIUM
GNDSPL-1080,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,E KING DUCHESS LUXURY PLUSH
GNHL2P-1080,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,E KING HERITAGE 2.0 LUXE PLUSH
KEYA,Mattresses,,inferred: placeholder / prototype / unknown maker,MATT,DIAMO,CKING MATT
LODIFM-101,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWIN DIANA LATEX FIRM
LODIFM-1020,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWINXL DIANA LATEX FIRM
LODIFM-1030,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULL DIANA LATEX FIRM
LODIFM-1050,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN DIANA LATEX FIRM
LODIFM-1070,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING DIANA LATEX FIRM
LODIFM-1080,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING DIANA LATEX FIRM
LODIME-1010,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWIN DIANA LATEX MED
LODIME-1020,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWINXL DIANA LATEX MED
LODIME-1030,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULL DIANA LATEX MED
LODIME-1040,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULLXL DIANA LATEX MED
LODIME-1050,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN DIANA LATEX MED
LODIME-1070,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING DIANA LATEX MED
LODIME-1080,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING DIANA LATEX MED
LODIME-1171,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,SPLITCK DIANA LATEX MED
LODIPL-1040,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULLXL DIANA LATEX PLUSH
LODIPL-1050,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN DIANA LATEX PLUSH
LODIPL-1070,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING DIANA LATEX PLUSH
LODIPL-1080,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING DIANA LATEX PLUSH
LODIPL-1110,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWIN DIANA LATEX PLUSH
LOE2FM-1010,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWIN ENVOY GEL FIRM
LOE2FM-1030,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,FULL ENVOY GEL FIRM
LOE2PT-1010,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWIN ENVOY GEL PT
LOJEME-1050,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN JEREMIAH LATEX MED
LOL2ET-1010,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,TWIN LILY GEL MED E/T
LOL2ET-1020,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,TWINXL LILY GEL MED E/T
LOL2ET-1030,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,FULL LILY GEL MED E/T
LOL2ET-1050,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,QUEEN LILY GEL MED E/T
LOL2ET-1070,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,CAKING LILY GEL MED E/T
LOL2ET-1080,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,E KING LILY GEL MED E/T
LOL2PT-1050,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,QUEEN LILY PLUSH PILLOW TOP
LOL2PT-1080,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,E KING LILY GEL PILLOW-TOP
LOLIFM-1050,Mattresses,Innerspring,"storefront/maker: coil-and-foam quilted lines (Tranquility Quilted, Grace Quilted, Lily, Dream, Topaz, Rock/Marble/Slate, Generations) = Innerspring",MATT,DIAMO,QUEEN LILY GEL FIRM T/T
LOLUFM-1010,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWIN LUCILLE LATEX FIRM
LOLUFM-1020,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWINXL LUCILLE LATEX FIRM
LOLUFM-1030,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULL LUCILLE LATEX FIRM
LOLUFM-1040,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULLXL LUCILLE LATEX FIRM
LOLUFM-1050,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN LUCILLE LATEX FIRM
LOLUFM-1070,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING LUCILLE LATEX FIRM
LOLUFM-1080,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING LUCILLE LATEX FIRM
LOLUFM-66X80,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,OLYMPIC QU. LUCILLE LATEX FM
LOLUME-1010,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWIN LUCILLE LATEX MED
LOLUME-1020,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWINXL LUCILLE LATEX MED
LOLUME-1030,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULL LUCILLE LATEX MED
LOLUME-1050,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN LUCILLE LATEX MED
LOLUME-1070,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING LUCILLE LATEX MED
LOLUME-1080,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING LUCILLE LATEX MED
LOLUPL-1010,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWIN LUCILLE LATEX PLUSH
LOLUPL-1020,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,TWINXL LUCILLE LATEX PLUSH
LOLUPL-1030,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULL LUCILLE LATEX PLUSH
LOLUPL-1040,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULLXL LUCILLE LATEX PLUSH
LOLUPL-1050,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN LUCILLE LATEX PLUSH
LOLUPL-1070,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING LUCILLE LATEX PLUSH
LOLUPL-1080,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING LUCILLE LATEX PLUSH
LONAFM-1130,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,FULL NATASHA FIRM
LONAFM-1150,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN NATASHA FIRM
LONAFM-1170,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING NATASHA LATEX FIRM
LONAFM-1180,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING NATASHA LATEX FIRM
LONAME-1150,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,QUEEN NATASHA MEDIUM
LONAME-1170,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,CAKING NATASHA LATEX MEDIUM
LONAME-1180,Mattresses,Latex,storefront: Diamond natural latex line (Diana/Lucille/Jeremiah; Natasha shares the LO- latex SKU family),MATT,DIAMO,E KING NATASHA LATEX MEDIUM
NLPF12-1110,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,"TWIN PRO-GEL 12"" HYBRID FIRM"
NLPR08-1110,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"TWIN PRO-GEL 8"" GEL MEMORY"
NLPR08-1120,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"TWINXL PRO-GEL 8"" GEL MEMORY"
NLPR08-1130,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"FULL PRO-GEL 8"" GEL MEMORY"
NLPR08-1140,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"FULLXL PRO-GEL 8"" GEL MEMORY"
NLPR08-1150,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"QUEEN PRO-GEL 8"" GEL MEMORY"
NLPR08-1170,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"CAKING PRO-GEL 8"" GEL MEMORY"
NLPR08-1180,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"E KING PRO-GEL 8"" GEL MEMORY"
NLPR10-1110,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"TWIN PRO-GEL 10"" GEL MEMORY"
NLPR10-1130,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,"FULL PRO-GEL 10"" GEL MEMORY"
NLPR12-1110,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,"TWIN PRO-GEL 12"" HYBRID MED"
RA3FCF-1110,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWIN RALLY FOAM COOLING FIRM
RA3FCF-1120,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWINXL RALLY FOAM COOLING FIRM
RA3FCF-1130,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,FULL RALLY FOAM COOLING FIRM
RA3FCF-1150,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,QUEEN RALLY FOAM COOLING FIRM
RA3FCF-1170,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,CAKING RALLY FOAM COOLING FIRM
RA3FCF-1180,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,E KING RALLY FOAM COOLING FIRM
RA3FCM-1110,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWIN RALLY FOAM COOLING MED
RA3FCM-1120,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWINXL RALLY FOAM COOLING MED
RA3FCM-1130,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,FULL RALLY FOAM COOLING MED
RA3FCM-1150,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,QUEEN RALLY FOAM COOLING MED
RA3FCM-1170,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,CAKING RALLY FOAM COOLING MED
RA3FCM-1180,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,E KING RALLY FOAM COOLING MED
RA3FCP-1120,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,TWINXL RALLY FOAM COOLING PS
RA3FCP-1150,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,QUEEN RALLY FOAM COOLING PLUSH
RA3FCP-1180,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,E KING RALLY FOAM COOLING PS
RA3HCF-1110,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,TWIN RALLY HYBRID COOL FIRM
RA3HCF-1120,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,TWINXL RALLY HYBRID COOL FIRM
RA3HCF-1130,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,FULL RALLY HYBRID COOL FIRM
RA3HCF-1150,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,QUEEN RALLY HYBRID COOL FIRM
RA3HCF-1171,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,SPLITCK RALLY HYBRID COOL FIRM
RA3HCF-1180,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,E KING RALLY HYBRID COOL FIRM
RA3HCF-FXL,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,FULLXL RALLY HYBRID COOL FIRM
RA3HCM-1110,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,TWIN RALLY HYBRID COOL MED
RA3HCM-1120,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,TWINXL RALLY HYBRID COOL MED
RA3HCM-1130,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,FULL RALLY HYBRID COOL MED
RA3HCM-1150,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,QUEEN RALLY HYBRID COOL MED
RA3HCM-1170,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,CAKING RALLY HYBRID COOL MED
RA3HCM-1180,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,E KING RALLY HYBRID COOL MED
RA3HCM-FXL,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,FULLXL RALLY HYBRID COOL MED
RA3HCP-1120,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,TWINXL RALLY HYBRID COOL PLUSH
RA3HCP-1150,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,QUEEN RALLY HYBRID COOL PLUSH
RA3HCP-1170,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,CAKING RALLY HYBRID COOL PLUSH
RA3HCP-FXL,Mattresses,Hybrid,description: HYBRID,MATT,DIAMO,FULLXL RALLY HYBRID COOL PLUSH
SURFSIDEFMQ,Mattresses,Memory Foam,"storefront/maker: all-foam (ProGel, Glory, Rally Foam, Float, Aura, Cheer, Surfside, Envoy, Technogel Armonia/Estasi/Favola)",MATT,DIAMO,QUEEN SURFSIDE FIRM
